"Name of Satellite, Alternate Names"	Country of Operator/Owner	Operator/Owner	Users	Purpose	Class of Orbit	Type of Orbit	Longitude of GEO (degrees)	Perigee (km)	Apogee (km)	Eccentricity	Inclination (degrees)	Period (minutes)	Launch Mass (kg.)	Dry Mass (kg.)	Power (watts)	Date of Launch	Expected Lifetime	Contractor	Country of Contractor	Launch Site	Launch Vehicle	COSPAR Number	NORAD Number	Comments		Source Used for Orbital Data	Source	Source	Source	Source	Source	Source																																																																																																																																																																																																																														
Sirius FM-5	USA	"Sirius XM Radio, Inc."	Commercial	Communications	GEO		-96	"35,774"	"35,798"	2.85E-04	0	1436	"5,800"		"20,000"	6/30/2009	15 yrs.	Space Systems/Loral	USA	Baikonur Cosmodrome	Proton M	2009-034A	35493	First in geostationary orbit.		SC - ASCR	http://spaceflightnow.com/proton/siriusfm5/	http://www.lib.cas.cz/space.40/2009/034A.HTM																																																																																																																																																																																																																																		
Sirius XM-5	USA	"Sirius XM Radio, Inc."	Commercial	Communications	GEO		-85.2	"35,779"	"35,795"	1.90E-04	0.03	1436.12	"5,983"		"18,000"	10/14/2010	15  yrs.	Space Systems/Loral	USA	Baikonur Cosmodrome	Proton M	2010-053A	37185	Direct radio broadcasting.		SC - ASCR 	http://www.ilslaunch.com/sirius-xm-5-mission-control	http://www.lib.cas.cz/space.40/2010/053A.HTM																																																																																																																																																																																																																																		
Skynet 4C 	United Kingdom	Intelsat/Paradigm Secure Communications (wholly owned by EADS Astrium)	Military	Communications	GEO		5.75	"35,775"	"35,797"	2.61E-04	9.43	1436.07	"1,474"	850	"1,200"	8/30/1990	7 yrs.	Astrium	France/UK/Germany	Guiana Space Center	Ariane 44LP	1990-079A	20776	Spare. In March 2010 it was announced that the satellite would supplement communications at Antarctica.		JM/12_08	www.intelsatgeneral.com/docs/news/2010-03-15_South_Pole.pdf	http://www.space-technology.com/projects/skynet/	http://users.ox.ac.uk/~daveh/Space/Military/milspace_comsat.html#skynet																																																																																																																																																																																																																																	
Skynet 4E 	United Kingdom	Ministry of Defence	Military	Communications	GEO		35.58	"35,774"	"35,797"	2.73E-04	4.99	1436.06	"1,510"	759	"1,200"	2/26/1999	7 yrs.	Astrium	France/UK/Germany	Guiana Space Center	Ariane 44L	1999-009B	25639	"Used primarily by UK's armed forces, government departments, agencies and other organizations that require secure communications."		JM/12_08	http://perso.wanadoo.fr/eurospace/espdatabase/	http://www.space-technology.com/projects/skynet/	http://www.lib.cas.cz/www/space.40/1999/009B.HTM	http://users.ox.ac.uk/~daveh/Space/Military/milspace_comsat.html#skynet																																																																																																																																																																																																																																
Skynet 4F 	United Kingdom	Ministry of Defence	Military	Communications	GEO		-34.04	"35,773"	"35,801"	3.32E-04	3.23	1436.15	"1,510"	830	"1,200"	2/7/2001	7 yrs.	Astrium	France/UK/Germany	Guiana Space Center	Ariane 44L	2001-005B	26695	"Used primarily by UK's armed forces, government departments, agencies and other organizations that require secure communications."		JM/12_08	http://www.lib.cas.cz/www/space.40/2001/005B.HTM	http://perso.wanadoo.fr/eurospace/espdatabase/	http://users.ox.ac.uk/~daveh/Space/Military/milspace_comsat.html#skynet																																																																																																																																																																																																																																	
Skynet 5A	United Kingdom	Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium)	Military	Communications	GEO		-1.12	"35,771"	"35,802"	3.68E-04	0.07	1436.1	"4,700"	"2,170"	"6,000"	3/11/2007	15 yrs.	EADS Astrium	France/UK/Germany	Guiana Space Center	Ariane 5 ECA	2007-007B	30794	New generation of Skynet communications.		JM/12_08	http://www.lib.cas.cz/www/space.40/2007/007B.HTM	http://www.n2yo.com/satellite.php?s=30793	http://www.tpn.bg/files/Bulgaria_Jun%2005.pdf	http://www.lib.cas.cz/knav/space.40/2007/007B.HTM																																																																																																																																																																																																																																
Skynet 5B	United Kingdom	Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium)	Military	Communications	GEO		52.8	"35,700"	"35,803"	1.22E-03	0.07	1436.1	"4,635"	"2,170"	"6,000"	11/14/2007	15 yrs.	EADS Astrium	France/UK/Germany	Guiana Space Center	Ariane 5	2007-056C	32294			JM/12_08	http://www.arianespace.com/site/news/kit/Skynet5B_StarOneC1_GB.pdf	http://www.lib.cas.cz/space.40/2007/056B.HTM																																																																																																																																																																																																																																		
Skynet 5C	United Kingdom	Ministry of Defence/Paradigm Secure Communications	Military	Communications	GEO		-17.83	"35,770"	"35,803"	3.91E-04	0.53	1436.1	"4,600"			6/12/2008		EADS Astrium	United Kingdom	Guiana Space Center	Ariane 5 ECA	2008-030A	33055	24 super-high-frequency and UHF channels; provide secure communications services to British and NATO forces.		JM/12_08	http://nssdc.gsfc.nasa.gov/spacewarn/spx656.html	http://www.lib.cas.cz/space.40/2008/INDEX1.HTM	http://www.deagel.com/news/Skynet-5C-Communications-Satellite-Launched-Successfully-from-Korou_n000004399.aspx																																																																																																																																																																																																																																	
SkyTerra 1	USA	LightSquared	Commercial	Communications	GEO		-101.3	"35,782"	"35,791"	1.07E-04	6.06	1436.09	"5,360"	"3,200"		11/14/2010	15 yrs.	Boeing Satellite Systems	USA	Baikonur Cosmodrome	Breeze M	2010-061A	37218	"Part of a fourth generation, or 4G, wireless system designed to reach nearly every American by the end of 2016. 22-m diameter L-band antenna; 2 m Ku-band antenna."		SC  - ASCR	http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2010/061A.HTM	http://www.boeing.com/defense-space/space/bss/factsheets/geomobile/msv/msv.html																																																																																																																																																																																																																																		
SLDCOM-3 (Satellite Launch Dispenser Communications System) (USA 119)	USA	National Reconnaissance Office (NRO)	Military	Communications	Elliptical		0	"1,200"	"11,600"	4.07E-01	63.4	240				5/12/1996		National Reconnaissance Laboratory	USA	Vandenberg AFB	Titan IV	1996-029A	23893	Provides tactical intelligence focused support to broad community of users consisting of uniformed military services and government agencies for both exercises and operations.		GS	http://host.planet4589.org/space/jsr/back/news.461	www.globalsecurity.org/space/systems.sldcom.html	http://satobs.org/satintro.html	http://globalsecurity.org/space/library/report/2005/satellitetables2004.htm																																																																																																																																																																																																																																
SMOS (Soil Moisture and Ocean Salinity satellite)	ESA	Centre National d'Etudes Spatiales (CNES)/European Space Agency	Government	Earth Observation	LEO	Sun-Synchronous	0	759	561	-1.41E-02	98.45	100.03	658	630	"1,065"	11/2/2009	3+ yrs.	Thales Alenia Space	France	Plesetsk Cosmodrome	Breeze KM	2009-059A	36036	Mission to measure sea surface salinity and soil moisture on a global scale.		SC - ASCR	http://www.esa.int/esaLP/ESAMBA2VMOC_LPsmos_0.html	http://directory.eoportal.org/get_announce.php?an_id=7316	http://www.lib.cas.cz/space.40/2009/059A.HTM																																																																																																																																																																																																																																	
"SOHLA 1 (Space Oriented Higashiosaka Leading Association, Maido 1)"	Japan	Astrotech SOHLA	Civil	Technology Development	LEO	Sun-Synchronous	0	661	666	3.55E-04	98.03	98.01	50			1/23/2009		Space Oriented Higashiosaka Leading Association	Japan	Tanegashima Space Center	H2A	2009-002E	33496	Observe lightening.		SC - ASCR	http://nssdc.gsfc.nasa/gov/spacewarn/spx663.html																																																																																																																																																																																																																																			
SORCE (SOlar Radiation and Climate Experiment)	USA	"NASA Earth Science Office/Laboratory for Atmospheric and Space Physics, Univ. of Colorado"	Government/Civil	Astrophysics	LEO	Intermediate	0	610	649	2.79E-03	39.9	97.3	315	290	348	1/25/2003	6 yrs.	Orbital Sciences Corp.	USA	Cape Canaveral	Pegasus XL	2003-004A	27651	Monitor Sun; improve accuracy of measurement of solar energy.		JMSatcat304	http://nssdc.gsfc.nasa.gov/spacewarn/spx591.html	http://www.orbital.com/NewsInfo/Publications/SORCEfact.pdf	http://lasp.colorado.edu/sorce/pdf/sorce_quick_facts.pdf	http://www.lib.cas.cz/knav/space.40/2003/004A.HTM	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																															
Spaceway 3	USA	Hughes Network Systems	Commercial	Communications	GEO		-94.93	"35,785"	"35,787"	2.37E-05	0.06	1436.1	"6,100"	"3,655"		8/14/2007	12 yrs.	Boeing Satellite Systems	USA	Guiana Space Center	Ariane 5 ECA	2007-036A	32018			JM/12_08		http://www.lib.cas.cz/space.40/2007/036A.HTM																																																																																																																																																																																																																																		
